,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type
162,ETid-1806,SPAIN,2023-05-03,"200,000",GSMA LTD.,Art. 35 GDPR,Non-compliance with general data processing principles
163,ETid-1805,ITALY,2023-03-09,"3,000",Aesse S.r.l.s.,"Art. 5 (1) a) GDPR, Art. 6 (1) a) GDPR, Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR, Art. 130 Codice della privacy",Insufficient legal basis for data processing
164,ETid-1804,HUNGARY,2023-04-12,"253,000",Aldi,Unknown,Non-compliance with general data processing principles
165,ETid-1803,SPAIN,2023-05-03,"5,000","BANQUETES SANTA ANA, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
166,ETid-1802,SPAIN,2023-02-22,"30,000","DISPLAY CONNECTORS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
167,ETid-1801,SPAIN,2022-11-03,"75,000",Burwebs S.L.,"Art. 5 (1) a), b), e) GDPR, Art. 12 (2) GDPR, Art. 13 GDPR, Art. 25 GDPR, Art. 30 (1) GDPR, Art. 22 (2) LSSI",Non-compliance with general data processing principles
168,ETid-1800,ITALY,2023-02-23,"300,000",Ediscom S.p.a.,"Art. 5 (1) a), b), c) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 14 GDPR, Art. 25 GDPR, Art. 130 Codice della privacy",Non-compliance with general data processing principles
169,ETid-1799,SPAIN,2023-04-28,"5,000",INFINITY ECOM S.L.,Art. 13 GDPR,Insufficient fulfilment of information obligations
170,ETid-1798,SPAIN,2023-04-28,"12,000","ALBERO FORTE COMPOSITE, S.L.",Art. 35 GDPR,Insufficient technical and organisational measures to ensure information security
171,ETid-1797,GERMANY,2022,Fine in five-digit amount,Aid organization,"Art. 28 (3) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
172,ETid-1796,GERMANY,2022,Fine in five-digit amount,Operator of a swimming pool,Art. 6 (1) c) GDPR,Insufficient legal basis for data processing
173,ETid-1795,GERMANY,2022,Fine in five-digit amount,Restaurant operator,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
174,ETid-1794,GERMANY,2022,Fine in five-digit amount,Bank,"Art. 28 (3) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
175,ETid-1793,SPAIN,2023-04-25,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
176,ETid-1792,SPAIN,2023-04-26,"1,000",Website operator,Art. 13 GDPR,Insufficient fulfilment of information obligations
177,ETid-1791,SPAIN,2023-04-24,"70,000","Telefónica Móviles España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
178,ETid-1790,SPAIN,2023-04-25,"70,000","DIGI SPAIN TELECOM, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
179,ETid-1789,SPAIN,2023-04-21,"25,000","SECURITAS DIREC ESPAÑA, S.A.",Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority
180,ETid-1788,AUSTRIA,2022-08-23,"25,000",Operator of a public toilet,"Art. 5 (1) a), b), c) GDPR, Art. 6 (1) f) GDPR, Art. 13 GDPR",Insufficient legal basis for data processing
181,ETid-1787,SWEDEN,2023-04-26,"17,600",Skåne region,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
182,ETid-1786,ITALY,2023-03-02,"50,000",Azienda sanitaria locale di Bari,"Art. 5 (1) a), c), f) GDPR, Art. 9 GDPR, Art. 25 (1), (2) GDPR",Non-compliance with general data processing principles
183,ETid-1785,SPAIN,2023-04-20,"25,000","KFC RESTAURANTS SPAIN, S.L.","Art. 13 GDPR, Art. 37 GDPR",Insufficient involvement of data protection officer
184,ETid-1784,ROMANIA,2023-04-24,"1,000",Tensa Art Design SA,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights
185,ETid-1783,GERMANY,2022,800,Police officer,Unknown,Insufficient legal basis for data processing
186,ETid-1782,GERMANY,2022,300,Police officer,Unknown,Insufficient legal basis for data processing
187,ETid-1781,GERMANY,2022,"7,380",Police officer,Unknown,Insufficient legal basis for data processing
188,ETid-1780,GERMANY,2022,"1,800",Covid-19 test center,"Art. 5 (1) a), f) GDPR, Art. 6 (1) GDPR",Non-compliance with general data processing principles
189,ETid-1779,GERMANY,2022,"16,400",Covid-19 test center,"Art. 6 (1) GDPR, Art. 33 (1), (5) GDPR",Insufficient legal basis for data processing
190,ETid-1778,ITALY,2023-03-09,"10,000",Banca Cambiano 1884 S.p.A.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
191,ETid-1777,ROMANIA,2023-04-19,"3,000",Partidul Uniunea Salvați România,"Art. 5 (1) a), b) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
192,ETid-1776,THE NETHERLANDS,2023-01-19,"150,000",Dutch Social Insurance Institution (SVB),"Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
193,ETid-1775,SPAIN,2023-03-10,"40,000","VODAFONE ONO, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
194,ETid-1774,SPAIN,2023-02-28,800,UUDJOB WORLDWIDE S.L.,"Art. 12 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights
195,ETid-1773,SPAIN,2023-04-13,"112,000","Vodafone España, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
196,ETid-1772,SPAIN,2023-04-13,300,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
197,ETid-1771,GREECE,2022-12-19,"7,000",ΜΑΡΙΑ ΠΕΔΙΩΤΗ ΚΑΙ ΣΙΑ Ο.Ε.,"Art. 12 GDPR, Art. 15 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights
198,ETid-1770,ITALY,2023-03-09,"1,600",Deca s.r.l.,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights
199,ETid-1769,HUNGARY,2023-04-04,"13,300",Company,"Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
200,ETid-1768,SPAIN,2023-03-16,"100,000",ORANGE ESPAGNE S.A.U.,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
201,ETid-1767,GREECE,2023-02-20,"40,000",Vodafone,"Art. 15 GDPR, Art. 33 GDPR",Insufficient fulfilment of data breach notification obligations
202,ETid-1766,GREECE,2023-02-02,"30,000",Piraeus Bank,"Art. 5 (1) a), f) GDPR, Art. 33 GDPR, Art. 34 GDPR",Non-compliance with general data processing principles
203,ETid-1765,GREECE,2023-02-02,"10,000",Vodafone,"Art. 5 (1) a), b) GDPR, Art. 6 (1), (4) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
204,ETid-1764,SPAIN,2023-04-04,"10,000",Real Federación Española de Tenis de Mesa,Art. 9 (2) GDPR,Insufficient fulfilment of information obligations
205,ETid-1763,ITALY,2022-12-01,"2,000",Store owner,"Art. 5 (1) a) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
206,ETid-1762,ITALY,2022-12-15,"120,000",Eurosanità S.P.A.,"Art. 5 GDPR, Art. 9 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
207,ETid-1761,ITALY,2023-01-26,"5,000",Misterbianco municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 2-ter Codice della privacy",Insufficient legal basis for data processing
208,ETid-1760,CZECH REPUBLIC,2022,"3,400",Company,Unknown,Insufficient legal basis for data processing
209,ETid-1759,POLAND,2023-03-01,"11,100",Housing cooperative,"Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations
210,ETid-1758,SPAIN,2023-02-28,"3,000",CITIZENGO FOUNDATION,Art. 7 GDPR,Insufficient legal basis for data processing
211,ETid-1757,SPAIN,2023-02-28,600,ECOMM MOVADGENCY S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights
212,ETid-1756,SPAIN,2023-02-28,"1,800",WUNSCHURLAUB S.L.,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security
213,ETid-1755,ITALY,2023-01-11,"5,000",Azienda Ospedale-Università Padova,"Art. 5 (1) f) GDPR, Art. 9 GDPR",Non-compliance with general data processing principles
214,ETid-1754,ITALY,2023-01-26,"7,000",Azienda Ospedaliera Bianchi Melacrino Morelli,"Art. 5 GDPR, Art 9 GDPR, Art. 32 GDPR, Art. 75 Codice della privacy",Insufficient technical and organisational measures to ensure information security
215,ETid-1753,HUNGARY,2022-09-26,"26,700",TV2 Média Csoport Zrt.,"Art. 5 (1) a), b) GDPR, Art. 6 (1) GDPR, Art. 12 (1) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
216,ETid-1752,SPAIN,2023-03-17,"10,000","NGENIERÍA Y TELECOM JAÉN, S.L.",Art. 6 GDPR,Insufficient legal basis for data processing
217,ETid-1751,SPAIN,2023-04-04,"84,000","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","Art. 6 (1) GDPR, Art. 15 GDPR",Insufficient legal basis for data processing
218,ETid-1750,GERMANY,2022,"1,400",Covid-19 test center,Art. 6 (1) c) GDPR,Insufficient legal basis for data processing
219,ETid-1749,ROMANIA,2023-04-07,"3,000",REGENCY COMPANY SRL,"Art. 5 (1) a), b), c) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles
220,ETid-1748,SPAIN,2023-03-24,360,ALI MARKET,"Art. 13 GDPR, Art. 30 GDPR",Insufficient fulfilment of information obligations
221,ETid-1747,LUXEMBOURG,2021-10-27,"18,700",Company,"Art. 37 (7) GDPR, Art. 38 (1), (3) GDPR, Art. 39 (1) b) GDPR",Insufficient involvement of data protection officer
222,ETid-1746,SPAIN,2023-03-23,180,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
223,ETid-1745,GERMANY,2022,"2,700",Covid-19 test center,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
224,ETid-1744,GERMANY,2022,"1,000",Covid-19 test center,Art. 17 GDPR,Insufficient fulfilment of data subjects rights
225,ETid-1743,GERMANY,2022,"1,000",Physician,Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
226,ETid-1742,GERMANY,2022,Unknown,Logistics company,"Art. 32 (1) GDPR, Art. 33 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
227,ETid-1741,GERMANY,2022,Fine in three-digit amount,Private individual,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with general data processing principles
228,ETid-1740,ITALY,2023-03-23,"4,000",Azienda socio-sanitaria locale n. 1 di Sassari,"Art. 5 GDPR, Art. 9 GPDR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security
229,ETid-1739,ITALY,2023-03-09,"3,000",Store owner,"Art. 5 GDPR, Art. 13 GDPR, Art. 114 Codice della privacy",Non-compliance with general data processing principles
230,ETid-1738,SPAIN,2023-03-24,"1,000",INMARAN ASESORES S.L.,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority
231,ETid-1737,SPAIN,2023-04-03,300,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
232,ETid-1736,SPAIN,2023-04-03,"50,000","20 MINUTOS EDITORA, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
233,ETid-1735,SPAIN,2023-04-05,300,Private individual,Art. 13 GDPR,Insufficient fulfilment of information obligations
234,ETid-1734,SPAIN,2023-04-04,"18,000","ENFOKA SISTEMAS GLOBALES, S.L.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
235,ETid-1733,SPAIN,2023-04-03,"50,000","ATRESMEDIA CORPORACIÓN DE MEDIOS DE COMUNICACIÓN, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
236,ETid-1732,POLAND,2023-02-07,321,Housing association,"Art. 5 (1) a) GDPR, Art. 28 (1), (3), (9) GDPR, Art. 33 (1) GDPR, Art. 34 (1), (2) GDPR",Insufficient fulfilment of data breach notification obligations
237,ETid-1731,ROMANIA,2023-04-04,"3,000",Tensa Art Design SRL,Art. 21 (3) GDPR,Insufficient fulfilment of data subjects rights
238,ETid-1730,UNITED KINGDOM,2023-04-04,"14,500,000",TikTok,"Art. 5 (1) a) GDPR, Art. 12 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
239,ETid-1729,GERMANY,2022,Unknown,Supermarket,Unknown,Insufficient legal basis for data processing
240,ETid-1728,GERMANY,2022,Unknown,Medical care center,Unknown,Insufficient legal basis for data processing
241,ETid-1727,GERMANY,2022,Fine in three-digit amount,Company,"Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
242,ETid-1726,GERMANY,2022,Unknown,Company,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations
243,ETid-1725,GERMANY,2022,Fine in five-digit amount,Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing
244,ETid-1724,GERMANY,2022,Fine in five-digit amount,Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing
245,ETid-1723,GERMANY,2022,Fine in five-digit amount,Company,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
246,ETid-1722,GERMANY,2022,Unknown,Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing
247,ETid-1721,GERMANY,2022,Unknown,Private individual,Art. 6 (1) GDPR,Insufficient legal basis for data processing
248,ETid-1720,GERMANY,2022,Unknown,Physician,Art. 6 GDPR,Insufficient legal basis for data processing
249,ETid-1719,GERMANY,2022,Unknown,Physician,Art. 6 GDPR,Insufficient legal basis for data processing
250,ETid-1718,GERMANY,2022,Unknown,Company,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights
251,ETid-1717,GERMANY,2022,Unknown,Physician,Art. 12 (3) GDPR,Insufficient fulfilment of data subjects rights
252,ETid-1716,SPAIN,2023-03-21,"50,000",UNIDAD EDITORIAL INFORMACION GENERAL S.L.U.,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
253,ETid-1715,SPAIN,2023-03-21,"40,000","TITANIA COMPAÑÍA EDITORIAL, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
254,ETid-1714,SPAIN,2023-03-21,"40,000","EDITORIAL DE PRENSA CANARIA, S.A.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
255,ETid-1713,SPAIN,2023-03-21,"50,000",EL DIARIO DE PRENSA DIGITAL SL.,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
256,ETid-1712,SPAIN,2023-03-21,"50,000","DISPLAY CONNECTORS, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
257,ETid-1711,SPAIN,2023-03-21,"50,000","CONECTA5 TELECINCO, S.A.U.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
258,ETid-1710,SPAIN,2023-03-21,"50,000","DIARIO ABC, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
259,ETid-1709,SPAIN,2023-03-21,"50,000","LA VANGUARDIA EDICIONES, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
260,ETid-1708,SPAIN,2023-03-21,"50,000","SOCIEDAD ESPAÑOLA DE RADIODIFUSIÓN, S.L.",Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
261,ETid-1707,LUXEMBOURG,2022-12-13,"1,400",Company,"Art. 12 (1) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
262,ETid-1706,LUXEMBOURG,2022-12-13,700,Company,"Art. 12 (1) GDPR, Art. 13 (1) f) GDPR",Insufficient fulfilment of information obligations
263,ETid-1705,LUXEMBOURG,2022-12-13,"2,100",Company,"Art. 12 (1) GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
264,ETid-1704,LUXEMBOURG,2022-12-13,"2,500",Company,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations
265,ETid-1703,LUXEMBOURG,2022-12-13,"1,000",Company,Art. 12 (1) GDPR,Insufficient fulfilment of information obligations
266,ETid-1702,SPAIN,2023-03-21,"70,000","CAIXABANK PAYMENTS & CONSUMER EFC, EP, S.A.U.",Art. 6 (1) GDPR,Insufficient legal basis for data processing
267,ETid-1701,SPAIN,2023-03-23,"70,000",Orange Espagne S.A.U.,Art. 6 (1) GDPR,Insufficient legal basis for data processing
268,ETid-1700,ROMANIA,2023-03-27,450,Private individual,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
269,ETid-1699,ROMANIA,2023-03-23,"5,000",Tehnoplus Industry SRL,"Art. 5 (1) a), c), e) GDPR, Art. 5 (2) GDPR, Art. 6 GDPR",Non-compliance with general data processing principles
270,ETid-1698,FRANCE,2023-03-16,"125,000",CITYSCOOT,"Art. 5 (1) c) GDPR, Art. 28 (3) GDPR, Art. 82 Loi informatique et libertés",Non-compliance with general data processing principles
271,ETid-1697,NORWAY,2023-03-08,"220,000",Argon Medical Devices,Art. 33 (1) GDPR,Insufficient fulfilment of data breach notification obligations
272,ETid-1696,IRELAND,2023-02-27,"750,000",Bank of Ireland 365,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Insufficient technical and organisational measures to ensure information security
273,ETid-1695,SPAIN,2023-03-15,"136,000","Vodafone España, S.A.U.","Art. 6 GDPR, Art. 32 GDPR",Insufficient legal basis for data processing
274,ETid-1694,ITALY,2023-01-11,"6,000","Ufficio Scolastico Regionale per la Lombardia, Ufficio IV - Ambito Territoriale di Brescia","Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR, Art. 2-ter Codice della privacy, Art. 2-septies (8) Codice della privacy",Insufficient legal basis for data processing
275,ETid-1693,ITALY,2023-01-26,"5,000",Azienda ULSS n.5 Polesana,"Art. 5 (1) f) GDPR, Art. 9 GDPR, Art. 32 GPDR",Insufficient technical and organisational measures to ensure information security
276,ETid-1692,SPAIN,2023-03-14,240,Private individual,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles
277,ETid-1691,SPAIN,2023-02-27,"4,000",Attorney,"Art. 5 (1) f) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing
278,ETid-1690,SPAIN,2023-03-15,480,Private individual,"Art. 5 (1) c) GDPR, Art. 13 GDPR",Non-compliance with general data processing principles
279,ETid-1689,SPAIN,2023-03-16,"5,000",Private individual,"Art. 5 (1) f) GDPR, Art. 32 (1) GDPR",Non-compliance with general data processing principles
280,ETid-1688,POLAND,2023-01-19,"6,400",Szczecin-Centrum District Court,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 24 (1) GDPR, Art. 25 (1), (2) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security
281,ETid-1687,ROMANIA,2023-03-16,"3,000",Med Life S.A.,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR, Art. 32 (4) GDPR",Insufficient technical and organisational measures to ensure information security
282,ETid-1686,ROMANIA,2023-03-16,"1,000",Centrul Medical dr. Furtună Dan,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
283,ETid-1685,ROMANIA,2023-03-14,"3,000",Tinmar Energy SA,"Art. 32 (1) b) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
284,ETid-1684,ROMANIA,2023-03-15,"4,000",Partidul Uniunea Salvați România,"Art. 32 (1) a) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
285,ETid-1683,ROMANIA,2023-03-15,"10,000",Alianța pentru Unirea Românilor,"Art. 5 (1) c) GDPR, Art. 5 (2) GDPR",Non-compliance with general data processing principles
286,ETid-1682,ROMANIA,2023-03-13,"2,000",Modaone SRL,"Art. 12 GDPR, Art. 13 GDPR",Insufficient fulfilment of information obligations
287,ETid-1681,ROMANIA,2023-03-06,"3,000",Integral Collection SRL,"Art. 32 (1) b), c) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
288,ETid-1680,ROMANIA,2023-03-06,"2,250",Finopro IFN SA,"Art. 32 (1) b), c) GDPR, Art. 32 (2) GDPR",Insufficient technical and organisational measures to ensure information security
289,ETid-1679,CROATIA,Unknown,"20,000",Telecommunications company,"Art. 6 (1) GDPR, Art. 5 (1) d) GDPR",Insufficient legal basis for data processing
290,ETid-1678,FINLAND,2023-02-17,"440,000",Suomen Asiakastieto Oy,Art. 58 (2) GDPR,Insufficient cooperation with supervisory authority
291,ETid-1677,IRELAND,2022-12-30,"15,000",A&G Couriers Limited T/A Fastway Couriers (Ireland),Art. 32 (1) GDPR,Insufficient technical and organisational measures to ensure information security
