,ID,Country,Date,Amount,Controller_Processor,Quoted_Art,Type,Source
725,ETid-345,SPAIN,2020-07-20,"24,000","Banco Bilbao Vizcaya Argentaria, SA","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
726,ETid-344,BELGIUM,2020-07-14,"600,000",Google Belgium SA,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 (1) a) GDPR, Art. 12 GDPR",Insufficient fulfilment of data subjects rights,link
727,ETid-343,SPAIN,2020-07-10,"55,000",Xfera Moviles S.A.,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
728,ETid-342,SPAIN,2020-07-10,"5,000",School Fitness Holiday & Franchising S.L.,Art. 5 GDPR,Non-compliance with general data processing principles,link
729,ETid-341,SPAIN,2020-07-10,"5,000",Global Business Travel Spain SLU,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
730,ETid-340,SPAIN,2020-07-10,"12,000","Vodafone España, SAU",Art. 5 GDPR,Non-compliance with general data processing principles,link
731,ETid-339,SPAIN,2020-07-10,"1,000",Centro Internacional De Crecimiento Laboral Y Profesional S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
732,ETid-338,SPAIN,2020-07-10,"1,500",Auto Desguaces Iglesias S.L.,Art. 5 GDPR,Non-compliance with general data processing principles,link
733,ETid-337,ITALY,2020-07-13,"800,000",Iliad Italia S.p.A.,"Art. 5 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,link
734,ETid-336,ITALY,2020-07-13,"16,700,000",Wind Tre S.p.A.,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 24 GDPR, Art. 25 GDPR",Insufficient legal basis for data processing,link
735,ETid-335,ITALY,2020-07-13,"200,000",Merlini s.r.l.,"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 28 GDPR, Art. 29 GDPR",Insufficient legal basis for data processing,link
736,ETid-334,THE NETHERLANDS,2020-07-06,"830,000",Bureau Krediet Registration ('BKR'),"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
737,ETid-333,NORWAY,2020-07-10,"46,660",Municipality of Rælingen,"Art. 32 GDPR, Art. 35 GDPR",Insufficient technical and organisational measures to ensure information security,link
738,ETid-332,POLAND,2020-07-10,"3,400",East Power Sp. z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
739,ETid-331,ROMANIA,2020-07-09,"15,000",Proleasing Motors SRL,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
740,ETid-330,SPAIN,2020-07-02,"5,000",Xfera Moviles S.A.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
741,ETid-329,SPAIN,2020-07-02,"3,600","Saunier-Tec Mantenimientos de Calor y Frio, SL.",Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link
742,ETid-328,NORWAY,2020-07-02,Only intention to issue fine,Odin Flissenter AS,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
743,ETid-327,SPAIN,2020-07-02,"4,000",De Vere Spain S.L.,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,link
744,ETid-326,SPAIN,2020-07-02,"24,000",Iberdrola Clientes,Art. 5 GDPR,Non-compliance with general data processing principles,link
745,ETid-325,ITALY,2020-03-05,"3,000",San Giorgio Jonico,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link
746,ETid-324,ITALY,2020-01-30,"4,000",Comune di Colledara,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
747,ETid-323,SPAIN,2020-06-19,"6,000",National Police Brigade,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
748,ETid-322,NORWAY,2020-06-19,Only intention to issue fine,Aquateknikk AS,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
749,ETid-321,NORWAY,2020-06-22,"112,000",Østfold HF Hospital,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
750,ETid-320,IRELAND,2020-06-30,"40,000",Tusla Child and Family Agency,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link
751,ETid-319,DENMARK,2020-06-30,"6,700",Lejre Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 33 GDPR, Art. 34 GDPR",Non-compliance with general data processing principles,link
752,ETid-318,ISLE OF MAN,2020-06-25,"13,500",Department of Home Affairs,"Art. 12 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
753,ETid-317,BELGIUM,2020-06-08,"5,000",Municipal employee,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
754,ETid-316,BELGIUM,2020-06-16,"1,000",Unknown,"Art. 17 GDPR, Art. 21 GDPR, Art. 31 GDPR",Insufficient fulfilment of data subjects rights,link
755,ETid-315,BELGIUM,2020-06-19,"10,000",Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
756,ETid-314,SWEDEN,2020-06-16,"1,900",Housing Association,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with general data processing principles,link
757,ETid-313,HUNGARY,2020-06-12,"288,000",Digi Távközlési Szolgáltató Kft. ('Digi') (electronic communication service provider),"Art. 5 (1) b), (e) GDPR, Art. 32 (1), (2) GDPR",Insufficient technical and organisational measures to ensure information security,link
758,ETid-312,ROMANIA,2020-06-11,"3,000",Telekom Romania,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
759,ETid-311,SPAIN,2020-06-15,"75,000",Xfera Moviles S.A.,Art. 6 GDPR,Insufficient legal basis for data processing,link
760,ETid-310,ROMANIA,2020-06-18,"4,000",Enel Energie,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
761,ETid-309,SPAIN,2020-06-16,"2,000",Café Bar,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
762,ETid-308,SPAIN,2020-06-22,"2,000",Comunidad de propietarios demelza beach,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
763,ETid-307,SPAIN,2020-06-23,"7,500",Miraclia (telecommunications company),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
764,ETid-306,GERMANY,2020-06-30,"1,240,000",Allgemeine Ortskrankenkasse ('AOK') (health insurance company),"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
765,ETid-305,HUNGARY,2020-01-24,"1,450",Accounting firm,"Art. 24 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
766,ETid-304,HUNGARY,2020-03-19,"5,800",Unknown Company,"Art. 6 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
767,ETid-303,HUNGARY,2020-03-26,"2,890",Bank,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
768,ETid-302,ESTONIA,2020-04-30,500,Housing Association,Art. 6 GDPR,Insufficient legal basis for data processing,link
769,ETid-301,ROMANIA,2020-04-23,"3,000",Telekom Romania Communications SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
770,ETid-300,SPAIN,2020-06-09,"2,000",Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
771,ETid-299,SPAIN,2020-06-09,"2,000",Attorney,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
772,ETid-298,SPAIN,2020-06-09,"3,000",Salad Market S.L. (Catering Company),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link
773,ETid-297,ROMANIA,2020-04-23,"3,000",Estee Lauder Romania,"Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
774,ETid-296,BELGIUM,2020-05-14,"50,000",Social Media Provider,Art. 6 GDPR,Insufficient legal basis for data processing,link
775,ETid-295,BULGARIA,2020-04-14,"2,000",Political Party,Art. 6 GDPR,Insufficient legal basis for data processing,link
776,ETid-294,NORWAY,2020-05-03,"134,000",Telenor Norge AS,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
777,ETid-293,SPAIN,2020-06-09,"40,000","TELEFONICA MOVILES ESPAÑA, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link
778,ETid-292,NORWAY,2020-09-03,"276,000",Bergen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
779,ETid-291,SPAIN,2020-06-04,"4,000",Iberdrola Clientes,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
780,ETid-290,SPAIN,2020-06-09,"25,000",Glovoapp23,Art. 37 GDPR,Lack of appointment of data protection officer,link
781,ETid-289,SPAIN,2020-06-09,"39,000",Xfera Moviles S.A.,Art. 5 (1) f) GDPR,Insufficient legal basis for data processing,link
782,ETid-288,SPAIN,2020-06-09,"75,000","Equifax Iberica, S.L.",Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link
783,ETid-287,SPAIN,2020-06-09,"1,000",Property Owner,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
784,ETid-286,SPAIN,2020-06-09,540,Chenming Ye (Bazar Real),"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link
785,ETid-285,SPAIN,2020-06-09,"5,000",Consulting de Seguridad e Investigacion Mira Dp Madrid S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
786,ETid-284,HUNGARY,2020-03-09,870,Creditor,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
787,ETid-283,FINLAND,2020-05-29,"72,000",Taksi Helsinki,"Art. 5 GDPR, Art. 6 GDPR, Art. 35 GDPR",Non-compliance with general data processing principles,link
788,ETid-282,BELGIUM,2020-05-29,"1,000",Non-profit organisation,"Art. 6 GDPR, Art. 21 GDPR",Insufficient fulfilment of data subjects rights,link
789,ETid-281,FINLAND,2020-05-22,"12,500",Unknown Company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
790,ETid-280,FINLAND,2020-05-22,"16,000",Kymen Vesi Oy,Art. 35 GDPR,Non-compliance with general data processing principles,link
791,ETid-279,FINLAND,2020-05-22,"100,000",Posti Group Oyj,"Art. 12 GDPR, Art. 13 GDPR, Art. 14 GDPR, Art. 15 GDPR",Insufficient fulfilment of data subjects rights,link
792,ETid-278,IRELAND,2020-05-17,"75,000",Tusla Child and Family Agency,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
793,ETid-277,DENMARK,2020-05-15,"6,700",JobTeam A/S DKK,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link
794,ETid-276,SWEDEN,2020-05-12,"11,200",Health and Medical Board of the Region of Örebro County,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
795,ETid-275,ROMANIA,2020-05-05,"5,000",Banca Comercială Română SA,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
796,ETid-274,THE NETHERLANDS,2020-04-30,"725,000",Unknown Organisation,"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
797,ETid-273,SWEDEN,2020-04-29,"18,700",National Government Service Centre (NGSC),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,link
798,ETid-272,BELGIUM,2020-04-28,"50,000",Proximus SA,"Art. 31 GDPR, Art. 58 GDPR, Art. 37 GDPR",Lack of appointment of data protection officer,link
799,ETid-271,GERMANY,2019,"50,000",Unknown Company,"Art. 15 GDPR, Art. 28 GDPR",Insufficient fulfilment of data subjects rights,link
800,ETid-270,BULGARIA,2020-01-06,"5,110",Utility Company,Art. 6 (1) GDPR,Insufficient legal basis for data processing,link
801,ETid-269,BULGARIA,2020-02-20,"2,560",L.E. EOOD,"Art. 25 (1) GDPR, Art. 32 GDPR, Art. 6 GDPR",Insufficient technical and organisational measures to ensure information security,link
802,ETid-268,BULGARIA,2020-02-20,"2,560",T.K. EOOD,"Art. 25 (1) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
803,ETid-267,POLAND,2020-03-09,"4,400",Vis Consulting Sp. z o.o.,"Art. 31 GDPR, Art. 58 GDPR",Insufficient cooperation with supervisory authority,link
804,ETid-266,SPAIN,2020-03-25,"5,000",Xfera Moviles S.A.,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
805,ETid-265,ITALY,2020-02-13,"4,000",Comune di Urago,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
806,ETid-264,ROMANIA,2020-03-25,"3,000",Dante International,"Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
807,ETid-263,ROMANIA,2020-03-25,"4,150",Vodafone Romania,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
808,ETid-262,ROMANIA,2020-03-25,"3,000",Enel Energie,Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
809,ETid-261,ROMANIA,2020-03-25,"2,000",SOS Infertility Association,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
810,ETid-260,HUNGARY,2020-03-04,290,Representative of a local government,"Art. 5 GDPR, Art. 6 GDPR, Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link
811,ETid-259,HUNGARY,2019-10-15,"2,860",Unknown Company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 24 GDPR, Art. 25 GDPR",Non-compliance with general data processing principles,link
812,ETid-258,HUNGARY,2019-08-08,"1,715",Government Office Managing the Real Estate Register,"Art. 5 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
813,ETid-257,HUNGARY,2019-08-02,"4,290",Public area maintenance company,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR",Non-compliance with general data processing principles,link
814,ETid-256,HUNGARY,2019-07-17,"8,575",Budapest Environs Regional Court,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
815,ETid-255,HUNGARY,2019-06-26,"2,850",Financial Enterprise,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
816,ETid-254,HUNGARY,2019-06-26,"2,850",Unknown,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient legal basis for data processing,link
817,ETid-253,HUNGARY,2019-06-03,"2,850",Claim management company,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
818,ETid-252,HUNGARY,2019-05-31,"2,000",Local bank,"Art. 12 (3), (4), (5) GDPR, Art. 15 GDPR, Art. 18 GDPR",Insufficient fulfilment of data subjects rights,link
819,ETid-251,HUNGARY,2019-05-21,286,Directorate of Social and Child Welfare Institutions of the Ferencvaros District of Budapest,Art. 33 GDPR,Insufficient fulfilment of data breach notification obligations,link
820,ETid-250,GREECE,2020-03-20,"8,000",Speech and Special Education Centre - Mihou Dimitra,"Art. 15 GDPR, Art. 58 GDPR",Insufficient fulfilment of data subjects rights,link
821,ETid-249,ITALY,2020-02-06,"20,000",RTI - Reti Televisive Italiane s.p.a.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
822,ETid-248,SPAIN,2020-03-19,"6,000","Oliveros Ustrell, S.L.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
823,ETid-247,SPAIN,2020-03-16,"6,000",Amalfi Servicios de Restauracion S.L.,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
824,ETid-246,SPAIN,2020-03-12,"2,000",Homeowners Association,"Art. 5 GDPR, Art. 13 GDPR, Art. 14 GDPR",Non-compliance with general data processing principles,link
825,ETid-245,SPAIN,2020-03-06,"3,200",Retailer,"Art. 13 GDPR, Art. 14 GDPR",Insufficient fulfilment of information obligations,link
826,ETid-244,SPAIN,2020-03-16,"4,000",Private Person,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
827,ETid-243,SPAIN,2020-03-16,"5,000","Centro De Estudio Dirigidos Delta, S.L.",Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
828,ETid-242,GREECE,2020-02-21,"5,000",Public Power Corporation S.A.,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,link
829,ETid-241,ROMANIA,2020-02-11,"3,000",Vodafone Romania,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
830,ETid-240,SPAIN,2020-03-18,"30,000",Telefónica,Art. 58 GDPR,Insufficient cooperation with supervisory authority,link
831,ETid-239,CROATIA,2020-03-13,Unknown,Bank (name not available at the moment),"Art. 15 (1), (3) GDPR",Insufficient fulfilment of data subjects rights,link
832,ETid-238,GERMANY,2019-08-05,200,Private person (YouTube-Channel),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
833,ETid-237,NORWAY,2020-02-28,Only intention to issue fine,Coop Finnmark SA,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
834,ETid-236,GERMANY,2019,"2,000",Restaurant,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
835,ETid-235,NORWAY,2020-02-26,Only intention to issue fine,Rælingen Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
836,ETid-234,ICELAND,2020-03-10,"9,000",Breiðholt Upper Secondary School,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
837,ETid-233,ICELAND,2020-03-10,"20,600",National Center of Addiction Medicine ('SAA'),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
838,ETid-232,SWEDEN,2020-03-11,"5,000,000",Google LLC,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR",Insufficient fulfilment of data subjects rights,link
839,ETid-231,DENMARK,2020-03-10,"14,000",Gladsaxe Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
840,ETid-230,DENMARK,2020-03-10,"7,000",Hørsholm Municipality,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
841,ETid-229,SPAIN,2020-03-09,"15,000",Gesthotel Activos Balagares,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
842,ETid-228,SPAIN,2020-03-06,"4,000",Private person,Art. 5 GDPR,Non-compliance with general data processing principles,link
843,ETid-227,ITALY,2020-03-06,"4,000",Liceo Scientifico Nobel di Torre del Greco,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
844,ETid-226,ITALY,2020-03-06,"4,000",Liceo Artistico Statale di Napoli,"Art. 5 GDPR, Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
845,ETid-225,SPAIN,2020-03-04,"60,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
846,ETid-224,POLAND,2020-03-04,0,School in Gdansk (Danzig) (fine imposed against town of Gdansk),"Art. 5 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link link
847,ETid-223,SPAIN,2020-03-03,"24,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
848,ETid-222,SPAIN,2020-03-03,"40,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
849,ETid-221,SPAIN,2020-03-03,"42,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
850,ETid-220,SPAIN,2020-03-03,"1,800",Solo Embrague,Art. 13 GDPR,Insufficient fulfilment of information obligations,link
851,ETid-219,SPAIN,2020-02-28,"3,600",AEMA Hispánica,Art. 5 (1) f) GDPR,Non-compliance with general data processing principles,link
852,ETid-218,THE NETHERLANDS,2020-03-03,"525,000",Royal Dutch Tennis Association ('KNLTB'),"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
853,ETid-217,SPAIN,2020-02-25,"6,000",Casa Gracio Operation,Art. 5 (1) c) GDPR,Non-compliance with general data processing principles,link
854,ETid-216,SPAIN,2020-02-25,"48,000",HM Hospitales,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
855,ETid-215,SPAIN,2020-02-28,"48,000","Vodafone ONO, S.A.U.",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
856,ETid-214,SPAIN,2020-02-27,"120,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
857,ETid-213,ITALY,2020-01-23,"30,000",Sapienza Università di Roma,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
858,ETid-212,ITALY,2020-01-23,"30,000",Azienda Ospedaliero Universitaria Integrata di Verona (Hospital),"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
859,ETid-211,SPAIN,2020-02-14,"30,000",Xfera Moviles S.A.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
860,ETid-210,SPAIN,2020-02-14,"42,000","Vodafone España, S.A.U.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
861,ETid-209,SPAIN,2020-02-14,"80,000",Iberdrola Clientes,Art. 6 GDPR,Insufficient legal basis for data processing,link
862,ETid-208,SPAIN,2020-02-18,"1,500","Mymoviles Europa 2000, S.L.",Art. 13 GDPR,Insufficient fulfilment of information obligations,link
863,ETid-207,SPAIN,2020-02-14,"3,000",Colegio Arenales Carabanchel (School),Art. 6 GDPR,Insufficient legal basis for data processing,link
864,ETid-206,SPAIN,2020-02-14,"2,500","Grupo Valsor Y Losan, S.L.",Art. 5 (1) f) GDPR,Insufficient technical and organisational measures to ensure information security,link
865,ETid-205,GERMANY,2019,Unknown,Hamburger Volksbank eG,Art. 21 GDPR,Insufficient fulfilment of data subjects rights,link
866,ETid-204,GERMANY,2019,"20,000",Hamburger Verkehrsverbund GmbH (HVV GmbH),"Art. 33 GDPR, Art. 34 GDPR",Insufficient fulfilment of data breach notification obligations,link
867,ETid-203,GERMANY,2019,"51,000",Facebook Germany GmbH,Art. 37 GDPR,Lack of appointment of data protection officer,link
868,ETid-202,ITALY,2020-01-15,"10,000",Community of Francavilla Fontana,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
869,ETid-201,SPAIN,2020-02-04,"1,500",Cafetería Nagasaki,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
870,ETid-200,SPAIN,2020-02-03,800,Automoción,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
871,ETid-199,SPAIN,2020-02-03,"5,000",Queseria Artesenal Ameco S.L.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
872,ETid-198,SPAIN,2020-02-03,"6,670",Banco Bilbao Vizcaya Argentaria S.L.,"Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
873,ETid-197,SPAIN,2020-02-03,"75,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
874,ETid-196,SPAIN,2020-02-03,"20,000","Iberia Lineas Aereas de Espana, S.A. Operadora Unipersonal","Art. 5 GDPR, Art. 6 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
875,ETid-195,SPAIN,2020-02-03,"50,000","Vodafone España, S.A.U.",Art. 5 GDPR,Non-compliance with general data processing principles,link
876,ETid-194,SPAIN,2020-02-03,"60,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
877,ETid-193,SPAIN,2020-02-03,"75,000","Vodafone España, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
878,ETid-192,SPAIN,2020-02-03,"60,000",Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
879,ETid-191,SPAIN,2020-01-14,"3,600","Zhang Bordeta 2006, S.L. (Store and Restaurant)",Art. 5 GDPR,Non-compliance with general data processing principles,link
880,ETid-190,GERMANY,2019-10-24,"100,000",Food company,"Art. 5 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
881,ETid-189,ITALY,2020-01-15,"27,800,000",TIM (telecommunications operator),"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR, Art. 21 GDPR, Art. 32 GDPR",Insufficient legal basis for data processing,link
882,ETid-188,GREECE,2019-12-19,"150,000",Aegean Marine Petroleum Network Inc.,"Art. 5 GDPR, Art. 6 GDPR, Art. 32 GDPR",Insufficient technical and organisational measures to ensure information security,link
883,ETid-187,ITALY,2019-12-11,"3,000,000",Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,link
884,ETid-186,ITALY,2019-12-11,"8,500,000",Eni Gas e Luce,"Art. 5 GDPR, Art. 6 GDPR, Art. 17 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
885,ETid-185,ROMANIA,2019-12-13,"5,000",Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 9 GDPR",Non-compliance with general data processing principles,link
886,ETid-184,ROMANIA,2019-12-13,"5,000",Entirely Shipping & Trading S.R.L.,"Art. 5 (1) GDPR, Art. 6 GDPR, Art. 7 GDPR",Non-compliance with general data processing principles,link
887,ETid-183,GREECE,2020-01-13,"15,000",Allseas Marine S.A.,"Art. 5 (1) a), (2) GDPR",Non-compliance with general data processing principles,link
888,ETid-182,CYPRUS,2020-01-13,"1,000",eShop for Sports (M.L. PRO.FIT SOLUTIONS LTD),Art. 6 GDPR,Insufficient legal basis for data processing,link
889,ETid-181,CYPRUS,2019-10-25,"2,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
890,ETid-180,CYPRUS,2019-10-25,"10,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
891,ETid-179,CYPRUS,2019-10-25,"70,000","LGS Handling Ltd, Louis Travel Ltd, and Louis Aviation Ltd","Art. 6 GDPR, Art. 9 GDPR",Insufficient legal basis for data processing,link
892,ETid-178,CYPRUS,2020-01-13,"9,000","Social Insurance Services of the Ministry of Labor, Welfare and Social Insurance",Art. 32 GDPR,Insufficient technical and organisational measures to ensure information security,link
893,ETid-177,ROMANIA,2019-12-16,"6,000",SC Enel Energie S.A. (Electricity Distributor),"Art. 5 GDPR, Art. 6 GDPR, Art. 7 GDPR, Art. 21 GDPR",Insufficient legal basis for data processing,link
894,ETid-176,ROMANIA,2019-12-10,"14,000",Hora Credit IFN SA,"Art. 5 GDPR, Art. 25 GDPR, Art. 32 GDPR, Art. 33 GDPR",Insufficient technical and organisational measures to ensure information security,link
895,ETid-175,SPAIN,2020-01-07,"10,000",Asociación de Médicos Demócratas,Art. 6 GDPR,Insufficient legal basis for data processing,link
896,ETid-174,SPAIN,2020-01-07,"75,000","EDP Comercializadora, S.A.U.",Art. 6 GDPR,Insufficient legal basis for data processing,link
